A	'ə	 ə 
tromba	t ɾ 'o m b ə	 t ɾ 'ɔ m b ə 
trompa	t ɾ 'o m p ə	 t ɾ 'ɔ m p ə 
trompes	t ɾ 'o m p ə s	 t ɾ 'ɔ m p ə s 
tron	t ɾ 'ɔ n	 t ɾ 'o n 
trona	t ɾ 'ɔ n ə	 t ɾ 'o n ə 
tronc	t ɾ 'o ŋ	 t ɾ 'o ŋ k 
trones	t ɾ 'ɔ n ə s	 t ɾ 'o n ə s 
troni	t ɾ 'ɔ n i	 t ɾ 'o n i 
tronin	t ɾ 'ɔ n i n	 t ɾ 'o n i n 
tronis	t ɾ 'ɔ n i s	 t ɾ 'o n i s 
tropa	t ɾ 'o p ə	 t ɾ 'ɔ p ə 
tropes	t ɾ 'o p ə s	 t ɾ 'ɔ p ə s 
tros	t ɾ 'ɔ s	 t ɾ 'o s 
tsar	t s 'a r	 ə s 'a 
tsarista	t s ə ɾ 'i s t ə	 d z ə ɾ 'i s t ə 
tub	t 'u p	 t 'u 
tubular	t u β u l 'a r	 t u β u l 'a 
tuitejada	t u j t ə ʒ 'a ð ə	 t 'u j t ə ʒ 'a ð ə 
tuitejades	t u j t ə ʒ 'a ð ə s	 t 'u j t ə ʒ 'a ð ə s 
tuitejar	t u j t ə ʒ 'a	 t 'u j t ə ʒ 'a 
tuitejat	t u j t ə ʒ 'a t	 t 'u j t ə ʒ 'a t 
tuitejats	t u j t ə ʒ 'a t s	 t 'u j t ə ʒ 'a t s 
tumor	t u m 'o r	 t u m 'o 
tungstè	t u ŋ s t 'ɛ	 t 'u ŋ s t 'ɛ 
turment	t u r m 'e n	 t 'u r m 'e n 
turquès	t u r k 'ɛ s	 t 'u r k 'ɛ s 
turquesa	t u r k 'ɛ z ə	 t 'u r k 'ɛ z ə 
Turquia	t u r k 'i ə	 t 'u r k 'i ə 
tutú	t u t 'u	 t 'u t 'u 
txagatai	t ʃ ə ɣ ə t 'a j	 t ʃ ə ɣ ə t 'a i 
ubiqüitat	u β i k w i t 'a t	 u β i k i t 'a t 
Udmúrtia	u d m 'u r t i ə	 'u d m 'u r t i ə 
udol	u ð 'o l	 u ð 'ɔ l 
ulterior	u l t ə ɾ i 'o r	 u l t ə ɾ i 'o 
Úmbria	'u m b ɾ i ə	 'u m b ɾ 'i ə 
únic	'u n i k	 ' u n i k 
uniforme	u n i f 'o r m ə	 u n i f 'ɔ r m ə 
uniformes	u n i f 'o r m ə s	 u n i f 'ɔ r m ə s 
univers	u n i β 'ɛ r s	 u n i β 'e s 
untura	u n t 'u ɾ ə	 'u n t 'u ɾ ə 
urgellenc	u r ʒ ə ʎ 'ɛ ŋ	 u r ʒ ə ʎ 'ɛ n s 
Uruguai	u ɾ u ɣ w 'a j	 u ɾ u ɣ w 'a i 
uruguaià	u ɾ u ɣ w ə j 'a	 u ɾ u ɣ u 'a j 'a 
us	'u s	 u s 
úter	'u t ə r	 'u t 'e 
vaguista	b ə ɣ 'i s t ə	 b ə ɣ u 'i s t ə 
vaig	b 'a t ʃ	 b 'a 'i ə 
vailet	b ə j l 'ɛ t	 b ə i l 'ɛ t 
vainilla	b ə j n 'i ʎ ə	 b ə i n 'i ʎ ə 
vainilles	b ə j n 'i ʎ ə s	 b ə i n 'i ʎ ə s 
vair	b 'a j r	 b 'a 'i 
vaiverejar	b ə j β ə ɾ ə ʒ 'a	 b 'a j β ə ɾ ə ʒ 'a 
valer	b ə l 'ɛ	 b ə l 'e 
valguda	b ə l ɣ 'u ð ə	 b 'a l ɣ 'u ð ə 
valgudes	b ə l ɣ 'u ð ə s	 b 'a l ɣ 'u ð ə s 
valgut	b ə l ɣ 'u t	 b 'a l ɣ 'u t 
valguts	b ə l ɣ 'u t s	 b 'a l ɣ 'u t s 
vallenc	b ə ʎ 'ɛ ŋ	 b ə ʎ 'ɛ n s 
valor	b ə l 'o r	 b ə l 'o 
vampir	b ə m p 'i r	 b ə m p 'i 
vanuatenc	b ə n u ə t 'ɛ ŋ	 b ə n u ə t 'ɛ n s 
ve	b 'e	 b 'ɛ 
vegetarianisme	b ə ʒ ə t ə ɾ i ə n 'i z m ə	 b ə ʒ ə t ə ɾ 'i ə n 'i z m ə 
vehemència	b ə ə m 'ɛ n s i ə	 b e ə m 'ɛ n s i ə 
vehement	b ə ə m 'e n	 b 'ɛ z ə m 'e n 
vehicle	b ə 'i k l ə	 b ə z 'i k l ə 
veloç	b ə l 'ɔ s	 b ə l 'o s 
vèncer	b 'ɛ n s ə	 b 'ɛ n s ə r 
venciment	b ə n s i m 'e n	 b 'ɛ n s i m 'e n 
vendrellenc	b ə n d ɾ ə ʎ 'ɛ ŋ	 b ə n d ɾ ə ʎ 'ɛ n s 
vens	b 'ɛ n s	 b 'e n s 
ventre	b 'e n t ɾ ə	 b 'ɛ n t ɾ ə 
ver	b 'ɛ r	 b 'e 
verb	b 'ɛ r p	 b 'ɛ r 
verds	b 'ɛ r s	 b 'ɛ r t s 
vermell	b ə r m 'ɛ ʎ	 b ə r m 'e ʎ 
vermella	b ə r m 'ɛ ʎ ə	 b ə r m 'e ʎ ə 
vermelles	b ə r m 'ɛ ʎ ə s	 b ə r m 'e ʎ ə s 
vermells	b ə r m 'ɛ ʎ s	 b ə r m 'e ʎ s 
vers	b 'ɛ r s	 b 'e s 
versemblança	b ə r s ə m b l 'a n s ə	 b 'ɛ r s ə m b l 'a n s ə 
ves	b 'e s	 b 'ɛ s 
vespa	b 'e s p ə	 b 'ɛ s p ə 
vespre	b 'e s p ɾ ə	 b 'ɛ s p ɾ ə 
vessament	b ə s ə m 'e n	 b 'ɛ s ə m 'e n 
veure's	b 'ɛ w ɾ ə s	 b ə w ɾ 'ɛ s 
Vicent	b i s 'ɛ n	 b i k 'e n 
vigor	b i ɣ 'o r	 b i ɣ 'o 
vinc	b 'i ŋ	 b 'i ŋ k 
virrei	b i r 'e j	 b i r 'ɛ i 
virtut	b i r t 'u t	 b 'i r t 'u t 
viticultura	b i t i k u l t 'u ɾ ə	 b i t i k 'u l t 'u ɾ ə 
viuda	b 'i w ð ə	 b 'i 'u ð ə 
voler	b u l 'ɛ	 b u l 'e 
volguda	b u l ɣ 'u ð ə	 b 'ɔ l ɣ 'u ð ə 
volgudes	b u l ɣ 'u ð ə s	 b 'ɔ l ɣ 'u ð ə s 
volgut	b u l ɣ 'u t	 b 'ɔ l ɣ 'u t 
volguts	b u l ɣ 'u t s	 b 'ɔ l ɣ 'u t s 
vora	b 'ɔ ɾ ə	 b 'o ɾ ə 
voto	b 'o t u	 b 'ɔ t u 
vuitada	b u j t 'a ð ə	 b u i t 'a ð ə 
vuitanta	b u j t 'a n t ə	 b u i t 'a n t ə 
vulgar	b u l ɣ 'a r	 b u l ɣ 'a 
wattímetre	b ə t 'i m ə t ɾ ə	 b ə t t 'i m ə t ɾ ə 
web	b 'e p	 b 'ɛ p 
whisky	w 'i s k i	 ə 'i s k 
xai	ʃ 'a j	 ʃ 'a i 
xativí	ʃ ə t i β 'i	 ʃ ə t 'i β 'i 
xeic	ʃ 'ɛ j k	 ʃ 'ɛ i k 
xíndria	ʃ 'i n d ɾ i ə	 ʃ 'i n d ɾ 'i ə 
xipolleig	ʃ i p u ʎ 'ɛ t ʃ	 ʃ i p u ʎ 'ɛ ʃ 
xistorra	ʃ i s t 'ɔ r ə	 ʃ i s t 'o r ə 
xiulada	ʃ i w l 'a ð ə	 ʃ i u l 'a ð ə 
xiulades	ʃ i w l 'a ð ə s	 ʃ i u l 'a ð ə s 
xiulador	ʃ i w l ə ð 'o	 ʃ i u l ə ð 'o 
xiular	ʃ i w l 'a	 ʃ i u l 'a 
xiulat	ʃ i w l 'a t	 ʃ i u l 'a t 
xiulats	ʃ i w l 'a t s	 ʃ i u l 'a t s 
xiulet	ʃ i w l 'ɛ t	 ʃ i u l 'ɛ t 
xiuxiuejar	ʃ i w ʃ i w ə ʒ 'a	 ʃ i w ʃ 'i w ə ʒ 'a 
xop	ʃ 'o p	 ʃ 'ɔ p 
xou	ʃ 'ɔ w	 ʃ 'o w 
xucrut	ʃ u k ɾ 'u t	 ʃ 'u k ɾ 'u t 
yazidisme	j ə z i ð 'i z m ə	 k ə z i ð 'i z m ə 
zinc	z 'i ŋ	 z 'i ŋ k 
zirconi	z i r k 'ɔ n i	 z i r k 'o n i 
zuau	z u 'a w	 ə w 'a w 
zumzeig	z u m z 'ɛ t ʃ	 z u m z 'ɛ ʃ 
zumzejar	z u m z ə ʒ 'a	 z 'u m z ə ʒ 'a 
de	d 'ə	 d ə 
que	k 'ə	 k ə 
la	l 'ə	 l ə 
i	'i	 i 
a	'ə	 ə 
el	'ə l	 ə l 
per	p 'ə r	 p 'e 
en	'ə n	 ə n 
les	l 'ə s	 l ə s 
els	'ə l s	 'ɛ l s 
del	d 'ə l	 d ə l 
amb	'ə m	 'a m b 
al	'ə l	 ə l 
es	'ə s	 ə s 
El	'ə l	 ə l 
dels	d 'ə l s	 d 'ɛ l s 
hi	'i	 i 
La	l 'ə	 l ə 
o	'ɔ	 'o 
si	s 'i	 s i 
em	'ə m	 ə m 
li	l 'i	 l i 
tot	t 'o t	 t 'ɔ t 
seva	s 'e β ə	 s 'ɛ β ə 
ens	'ə n s	 ə n s 
Els	'ə l s	 'ɛ l s 
perquè	p ə r k 'ɛ	 p 'ɛ r k 'ɛ 
A	'ə	 ə 
aquest	ə k 'ɛ t	 ə k 'ɛ s t 
als	'ə l s	 'a l s 
sobre	s 'o β ɾ ə	 s 'ɔ β ɾ ə 
vaig	b 'a t ʃ	 b 'a 'i ə 
En	'ə n	 ə n 
Per	p 'ə r	 p 'e 
Si	s 'i	 s i 
sense	s 'e n s ə	 s 'ɛ n s ə 
ho	'u	 'ɔ 
temps	t 'e m s	 t 'ɛ m p s 
De	d 'ə	 d ə 
pel	p 'ə l	 p 'ɛ l 
tots	t 'o t s	 t 'ɔ t s 
entre	'e n t ɾ ə	 'ɛ n t ɾ ə 
fet	f 'e t	 f 'ɛ t 
meva	m 'e β ə	 m 'ɛ β ə 
jo	ʒ 'ɔ	 ʒ 'o 
sempre	s 'e m p ɾ ə	 s 'ɛ m p ɾ ə 
I	'i	 i 
he	'e	 'ɛ 
us	'u s	 u s 
cinc	s 'i ŋ	 s 'i ŋ k 
altres	'a l t ɾ ə s	 ' a l t ɾ ə s 
cosa	k 'ɔ z ə	 k 'o z ə 
seves	s 'e β ə s	 s 'ɛ β ə s 
han	'a n	 i 'a n 
se	s 'ə	 s ə 
Les	l 'ə s	 l ə s 
sistema	s i s t 'e m ə	 s i s t 'ɛ m ə 
Em	'ə m	 ə m 
tota	t 'o t ə	 t 'ɔ t ə 
et	'ə t	 ə t 
mentre	m 'e n t ɾ ə	 m 'ɛ n t ɾ ə 
moment	m u m 'e n	 m 'ɔ m 'e n 
des	d 'e s	 d 'ɛ s 
Jo	ʒ 'ɔ	 ʒ 'o 
Es	'ə s	 ə s 
poder	p u ð 'ɛ	 p u ð 'e 
Al	'ə l	 ə l 
hores	'ɔ ɾ ə s	 i 'o ə s 
Tinc	t 'i ŋ	 t 'i ŋ k 
aquell	ə k 'ɛ ʎ	 ə k 'e ʎ 
totes	t 'o t ə s	 t 'ɔ t ə s 
Aquest	ə k 'ɛ t	 ə k 'ɛ s t 
coses	k 'ɔ z ə s	 k 'o z ə s 
Hi	'i	 i 
dona	d 'ɔ n ə	 d 'o n ə 
haver	ə β 'ɛ	 ə β 'e 
altre	'a l t ɾ ə	 ' a l t ɾ ə 
nom	n 'ɔ m	 n 'o m 
tenen	t 'e n ə n	 t 'ɛ n ə n 
ningú	n i ŋ g 'u	 n 'i ŋ g 'u 
Li	l 'i	 l i 
Amb	'ə m	 'a m b 
tinc	t 'i ŋ	 t 'i ŋ k 
nens	n 'ɛ n s	 n 'e n s 
centre	s 'e n t ɾ ə	 s 'ɛ n t ɾ ə 
sota	s 'o t ə	 s 'ɔ t ə 
aquests	ə k 'ɛ t s	 ə k 'ɛ s t s 
s'hi	s 'i	 s 'ɔ 
bon	b 'ɔ n	 b 'o n 
ben	b 'e n	 b 'ɛ n 
pels	p 'ə l s	 p 'ɛ l s 
bona	b 'ɔ n ə	 b 'o n ə 
aquella	ə k 'ɛ ʎ ə	 ə k 'e ʎ ə 
saber	s ə β 'ɛ	 s ə β 'e 
mig	m 'i t ʃ	 m 'i ə 
mesos	m 'e z u s	 m 'ɛ z u s 
finestra	f i n 'e s t ɾ ə	 f i n 'ɛ s t ɾ ə 
cotxe	k 'o t ʃ ə	 k 'ɔ t ʃ ə 
compte	k 'o m t ə	 k 'ɔ m p t ə 
Ho	'u	 'ɔ 
moltes	m 'o l t ə s	 m 'ɔ l t ə s 
mateixa	m ə t 'e ʃ ə	 m ə t 'ɛ ʃ ə 
eren	'e ɾ ə n	 'ɛ ɾ ə n 
mes	m 'e s	 m 'ɛ s 
gairebé	g ə j ɾ ə β 'e	 g ə i ɾ ə β 'e 
Queden	k 'e ð ə n	 k 'ɛ ð ə n 
web	b 'e p	 b 'ɛ p 
mort	m 'ɔ r t	 m 'o r t 
altra	'a l t ɾ ə	 ' a l t ɾ ə 
cos	k 'ɔ s	 k 'o s 
forma	f 'o r m ə	 f 'ɔ r m ə 
fora	f 'ɔ ɾ ə	 f 'o ɾ ə 
home	'ɔ m ə	 u m ə 
ve	b 'e	 b 'ɛ 
llei	ʎ 'e j	 ʎ 'ɛ i 
trenta	t ɾ 'ɛ n t ə	 t ɾ 'e n t ə 
sento	s 'e n t u	 s 'ɛ n t u 
gaire	g 'a j ɾ ə	 g 'a 'i ɾ ə 
He	'e	 'ɛ 
hora	'ɔ ɾ ə	 i 'o ɾ ə 
Vaig	b 'a t ʃ	 b 'a 'i ə 
se'n	s 'ə n	 s 'ɛ n 
parell	p ə ɾ 'ɛ ʎ	 p ə ɾ 'e ʎ 
Tot	t 'o t	 t 'ɔ t 
darrere	d ə r 'e ɾ ə	 d ə r 'ɛ ɾ ə 
teva	t 'e β ə	 t 'ɛ β ə 
exemple	ə g z 'e m p l ə	 ə k s 'ɛ m p l ə 
tretze	t ɾ 'e d z ə	 t ɾ 'ɛ d z ə 
tothom	t u t 'ɔ m	 t u t 'a m 
tema	t 'e m ə	 t 'ɛ m ə 
molta	m 'o l t ə	 m 'ɔ l t ə 
dotze	d 'o d z ə	 d 'ɔ d z ə 
camp	k 'a m	 k 'a m p 
dones	d 'ɔ n ə s	 d 'o n ə s 
aquells	ə k 'ɛ ʎ s	 ə k 'e ʎ s 
queda	k 'e ð ə	 k 'ɛ ð ə 
noi	n 'ɔ j	 n 'o i 
fort	f 'ɔ r t	 f 'o r t 
Ens	'ə n s	 ə n s 
valors	b ə l 'o r s	 b ə l 'o s 
llengua	ʎ 'e ŋ g w ə	 ʎ 'ɛ ŋ g w ə 
Josep	ʒ u z 'ɛ p	 ʒ u s 'ɛ p 
veig	b 'ɛ t ʃ	 b 'ɛ ʃ 
bancs	b 'a ŋ s	 b 'a ŋ k s 
tingut	t i ŋ g 'u t	 t 'i ŋ g 'u t 
tard	t 'a r t	 t 'a r 
segle	s 'e g g l ə	 s 'ɛ g l ə 
Tots	t 'o t s	 t 'ɔ t s 
hagi	'a ʒ i	 i 'a ʒ i 
tros	t ɾ 'ɔ s	 t ɾ 'o s 
has	'a s	 i 'a s 
fred	f ɾ 'ɛ t	 f ɾ 'e d 
cabell	k ə β 'ɛ ʎ	 k ə β 'e ʎ 
Que	k 'ə	 k ə 
jove	ʒ 'o β ə	 ʒ 'ɔ β ə 
fets	f 'e t s	 f 'ɛ t s 
catorze	k ə t 'o r z ə	 k ə t 'ɔ r z ə 
Mentre	m 'e n t ɾ ə	 m 'ɛ n t ɾ ə 
records	r ə k 'ɔ r s	 r ə k 'o r t s 
joves	ʒ 'o β ə s	 ʒ 'ɔ β ə s 
banc	b 'a ŋ	 b 'a ŋ k 
Sempre	s 'e m p ɾ ə	 s 'ɛ m p ɾ ə 
sobretot	s u β ɾ ə t 'o t	 s u β ɾ ə t 'ɔ t 
segueix	s ə ɣ 'ɛ ʃ	 s ə ɣ 'e ʃ 
objectes	u b ʒ 'e k t ə s	 u b ʒ 'ɛ k t ə s 
faig	f 'a t ʃ	 f 'a ʃ 
to	t 'ɔ	 t 'o 
projecte	p ɾ u ʒ 'e k t ə	 p ɾ u ʒ 'ɛ k t ə 
meves	m 'e β ə s	 m 'ɛ β ə s 
flors	f l 'ɔ s	 f l 'o s 
dissabte	d i s 'a p t ə	 d i s 'a b b t ə 
dilluns	d i ʎ 'u n s	 d 'i ʎ 'u n s 
Aquell	ə k 'ɛ ʎ	 ə k 'e ʎ 
resta	r 'e s t ə	 r 'ɛ s t ə 
prendre	p 'ɛ n d ɾ ə	 p ɾ 'ɛ n d ɾ ə 
Coneixement	k u n ə ʃ ə m 'e n	 k u n 'ɛ ʃ ə m 'e n 
terme	t 'e r m ə	 t 'ɛ r m ə 
n'hi	n 'i	 n 'ɔ 
llarg	ʎ 'a r k	 ʎ 'a r 
l'espai	l ə s p 'a j	 l ə s p 'a i 
document	d u k u m 'e n	 d 'ɔ k u m 'e n 
deixa	d 'e ʃ ə	 d 'ɛ ʃ ə 
d'acord	d ə k 'ɔ r t	 d ə k 'o r t 
cor	k 'ɔ r	 k 'o 
contingut	k u n t i ŋ g 'u t	 k u n t 'i ŋ g 'u t 
boca	b 'o k ə	 b 'ɔ k ə 
aquelles	ə k 'ɛ ʎ ə s	 ə k 'e ʎ ə s 
temes	t 'e m ə s	 t 'ɛ m ə s 
tecla	t 'e k l ə	 t 'ɛ k l ə 
parella	p ə ɾ 'ɛ ʎ ə	 p ə ɾ 'e ʎ ə 
homes	'ɔ m ə s	 u m ə s 
centres	s 'e n t ɾ ə s	 s 'ɛ n t ɾ ə s 
bar	b 'a r	 b 'a 
Madrid	m ə ð ɾ 'i t	 m ə ð ɾ 'i ð 
Lleida	ʎ 'e j ð ə	 ʎ 'ɛ j ð ə 
Des	d 'e s	 d 'ɛ s 
Aquests	ə k 'ɛ t s	 ə k 'ɛ s t s 
se'ls	s 'ə l s	 s 'ɛ l s 
maig	m 'a t ʃ	 m 'a ʃ 
favor	f ə β 'o r	 f ə β 'o 
d'aquell	d ə k 'ɛ ʎ	 d ə k 'e ʎ 
camps	k 'a m s	 k 'a m p s 
Aquella	ə k 'ɛ ʎ ə	 ə k 'e ʎ ə 
trens	t ɾ 'ɛ n s	 t ɾ 'e n s 
s'havia	s ə β 'i ə	 s u ə β 'i ə 
cabells	k ə β 'ɛ ʎ s	 k ə β 'e ʎ s 
vora	b 'ɔ ɾ ə	 b 'o ɾ ə 
teatre	t e 'a t ɾ ə	 ə e 'a t ɾ ə 
posa	p 'ɔ z ə	 p 'o z ə 
futur	f u t 'u r	 f u t 'u 
bosc	b 'ɔ s k	 b 'o s k 
aspectes	ə s p 'e k t ə s	 ə s p 'ɛ k t ə s 
vehicles	b ə 'i k l ə s	 b ə z 'i k l ə s 
valor	b ə l 'o r	 b ə l 'o 
se'ns	s 'ə n s	 s 'ɛ n s 
s'ho	s 'u	 s 'ɔ 
noms	n 'ɔ m s	 n 'o m s 
festa	f 'e s t ə	 f 'ɛ s t ə 
fes	f 'e s	 f 'ɛ s 
desembre	d ə z 'e m b ɾ ə	 d ə z 'ɛ m b ɾ ə 
cultura	k u l t 'u ɾ ə	 k 'u l t 'u ɾ ə 
aprendre	ə p 'ɛ n d ɾ ə	 ə p ɾ 'ɛ n d ɾ ə 
Perquè	p ə r k 'ɛ	 p 'ɛ r k 'ɛ 
vuitanta	b u j t 'a n t ə	 b u i t 'a n t ə 
torna	t 'o r n ə	 t 'ɔ r n ə 
suport	s u p 'ɔ r t	 s u p 'o r t 
queden	k 'e ð ə n	 k 'ɛ ð ə n 
peixos	p 'e ʃ u s	 p 'ɛ ʃ u s 
l'hora	l 'ɔ ɾ ə	 l i 'o ɾ ə 
haig	'a t ʃ	 ə 'i ə 
foto	f 'o t u	 f 'ɔ t u 
concret	k u ŋ k ɾ 'e t	 k u ŋ k ɾ 'ɛ t 
coll	k 'ɔ ʎ	 k 'o ʎ 
Pere	p 'e ɾ ə	 p 'ɛ ɾ ə 
O	'ɔ	 'o 
sons	s 'ɔ n s	 s 'o n s 
setembre	s ə t 'e m b ɾ ə	 s ə t 'ɛ m b ɾ ə 
moviment	m u β i m 'e n	 m 'ɔ β i m 'e n 
dimarts	d i m 'a r s	 d i m 'a r t s 
conte	k 'o n t ə	 k 'ɔ n t ə 
bo	b 'ɔ	 b 'o 
apareix	ə p ə ɾ 'ɛ ʃ	 ə p ə ɾ 'e ʃ 
a	'ə	 ə 
flor	f l 'ɔ	 f l 'o 
d'aquella	d ə k 'ɛ ʎ ə	 d ə k 'e ʎ ə 
d'aigua	d 'a j ɣ w ə	 d 'a i ɣ w ə 
bossa	b 'o s ə	 b 'ɔ s ə 
bones	b 'ɔ n ə s	 b 'o n ə s 
Entre	'e n t ɾ ə	 'ɛ n t ɾ ə 
tecnologies	t ə g n u l u ʒ 'i ə s	 t ə k n u l u ʒ 'i ə s 
pedra	p 'e ð ɾ ə	 p 'ɛ ð ɾ ə 
passatgers	p ə s ə d ʒ 'e s	 p ə s 'a d ʒ 'e s 
paisatge	p ə j z 'a d ʒ ə	 p ə i z 'a d ʒ ə 
novembre	n u β 'e m b ɾ ə	 n u β 'ɛ m b ɾ ə 
nois	n 'ɔ j s	 n 'o i s 
formes	f 'o r m ə s	 f 'ɔ r m ə s 
espai	ə s p 'a j	 ə s p 'a i 
cotxes	k 'o t ʃ ə s	 k 'ɔ t ʃ ə s 
compra	k 'o m p ɾ ə	 k 'ɔ m p ɾ ə 
anterior	ə n t ə ɾ i 'o r	 ə n t ə ɾ i 'o 
Us	'u s	 u s 
Teatre	t e 'a t ɾ ə	 ə e 'a t ɾ ə 
Reconeixement	r ə k u n ə ʃ ə m 'e n	 r ə k u n 'ɛ ʃ ə m 'e n 
vingut	b i ŋ g 'u t	 b 'i ŋ g 'u t 
vermell	b ə r m 'ɛ ʎ	 b ə r m 'e ʎ 
sud	s 'u t	 s 'u d 
respecte	r ə s p 'e k t ə	 r ə s p 'ɛ k t ə 
record	r ə k 'ɔ r t	 r ə k 'o r t 
quedar-se	k ə ð 'a r s ə	 k ə ð 'a s ə 
parts	p 'a r s	 p 'a r t s 
me	m 'ə	 m ə 
mateixos	m ə t 'e ʃ u s	 m ə t 'ɛ ʃ u s 
gossos	g 'o s u s	 g 'ɔ s u s 
feta	f 'e t ə	 f 'ɛ t ə 
d'aquells	d ə k 'ɛ ʎ s	 d ə k 'e ʎ s 
amor	ə m 'o r	 ə m 'o 
Pel	p 'ə l	 p 'ɛ l 
Et	'ə t	 ə t 
se'm	s 'ə m	 s 'ɛ m 
plens	p l 'ɛ n s	 p l 'e n s 
funcionament	f u n s i u n ə m 'e n	 f u n s i 'ɔ n ə m 'e n 
estableix	ə s t ə b b l 'ɛ ʃ	 ə s t 'a b b l 'e ʃ 
dimecres	d i m 'e k ɾ ə s	 d i m 'ɛ k ɾ ə s 
deixen	d 'e ʃ ə n	 d 'ɛ ʃ ə n 
d'octubre	d u k t 'u β ɾ ə	 d 'ɔ k t 'u β ɾ ə 
coneixement	k u n ə ʃ ə m 'e n	 k u n 'ɛ ʃ ə m 'e n 
cadascú	k ə ð ə s k 'u	 k 'a ð ə s k 'u 
Sense	s 'e n s ə	 s 'ɛ n s ə 
transport	t ɾ ə n s p 'ɔ r t	 t ɾ ə n s p 'o r t 
processos	p ɾ u s 'e s u s	 p ɾ u s 'ɛ s u s 
pols	p 'o l s	 p 'ɔ l s 
pedres	p 'e ð ɾ ə s	 p 'ɛ ð ɾ ə s 
passeig	p ə s 'ɛ t ʃ	 p ə s 'ɛ ʃ 
membres	m 'e m b ɾ ə s	 m 'ɛ m b ɾ ə s 
l'hi	l 'i	 l 'ɔ 
l'havia	l ə β 'i ə	 l u ə β 'i ə 
guerra	g 'ɛ r ə	 g u 'ɛ r ə 
font	f 'ɔ n	 f 'o n 
esforç	ə s f 'ɔ r s	 ə s f 'o r s 
desig	d ə z 'i t ʃ	 d ə z 'i ə 
alhora	ə l 'ɔ ɾ ə	 ə l i 'o ɾ ə 
Se	s 'ə	 s ə 
Has	'a s	 i 'a s 
únic	'u n i k	 ' u n i k 
textos	t 'e k s t u s	 t 'ɛ k s t u s 
tempesta	t ə m p 'e s t ə	 t ə m p 'ɛ s t ə 
pagament	p ə ɣ ə m 'e n	 p 'a ɣ ə m 'e n 
objecte	u b ʒ 'e k t ə	 u b ʒ 'ɛ k t ə 
fosca	f 'o s k ə	 f 'ɔ s k ə 
fer-ho	f 'e ɾ u	 f 'ɛ ɾ u 
existeix	ə g z i s t 'ɛ ʃ	 ə g z i s t 'e ʃ 
entendre	ə n t 'e n d ɾ ə	 ə n t 'ɛ n d ɾ ə 
dolça	d 'o l s ə	 d 'ɔ l s ə 
defecte	d ə f 'e k t ə	 d ə f 'ɛ k t ə 
correspon	k u r ə s p 'ɔ n	 k u r ə s p 'o n 
Consell	k u n s 'ɛ ʎ	 k u n s 'e ʎ 
ves	b 'e s	 b 'ɛ s 
tret	t ɾ 'e t	 t ɾ 'ɛ t 
torno	t 'o r n u	 t 'ɔ r n u 
sistemes	s i s t 'e m ə s	 s i s t 'ɛ m ə s 
respon	r ə s p 'ɔ n	 r ə s p 'o n 
queixes	k 'e ʃ ə s	 k 'ɛ ʃ ə s 
metges	m 'e d ʒ ə s	 m 'ɛ d ʒ ə s 
gest	ʒ 'e s t	 ʒ 'ɛ s t 
formen	f 'o r m ə n	 f 'ɔ r m ə n 
festes	f 'e s t ə s	 f 'ɛ s t ə s 
desenvolupament	d ə z ə m b u l u p ə m 'e n	 d ə z ə m b u l 'u p ə m 'e n 
cognoms	k u g n 'ɔ m s	 k u ə n 'o m s 
caràcter	k ə ɾ 'a k t ə r	 k ə ɾ 'a k t ə 
caos	k 'a o s	 k 'a 'ɔ s 
bons	b 'ɔ n s	 b 'o n s 
boig	b 'ɔ t ʃ	 b 'ɔ j ə 
aspecte	ə s p 'e k t ə	 ə s p 'ɛ k t ə 
Montserrat	m u n s ə r 'a t	 m 'o n s ə r 'a t 
Camp	k 'a m	 k 'a m p 
i	'i	 i 
vespre	b 'e s p ɾ ə	 b 'ɛ s p ɾ ə 
sabent	s ə β 'ɛ n	 s ə β 'e n 
reforma	r ə f 'o r m ə	 r ə f 'ɔ r m ə 
quedo	k 'e ð u	 k 'ɛ ð u 
projectes	p ɾ u ʒ 'e k t ə s	 p ɾ u ʒ 'ɛ k t ə s 
néixer	n 'e ʃ ə	 n 'e ʃ 'e 
nord	n 'ɔ r t	 n 'o r 
menor	m ə n 'o r	 m ə n 'o 
meitat	m ə j t 'a t	 m ə i t 'a t 
m'havia	m ə β 'i ə	 m u ə β 'i ə 
llenguatge	ʎ ə ŋ g w 'a d ʒ ə	 ʎ ə ŋ g u 'a d ʒ ə 
lleis	ʎ 'e j s	 ʎ 'ɛ i s 
leis	l 'ɛ j s	 l 'ɛ i s 
hom	'ɔ m	 i 'o 
hagin	'a ʒ i n	 i 'a ʒ i n 
enrere	ə n r 'e ɾ ə	 ə n r 'ɛ ɾ ə 
doble	d 'o b b l ə	 d 'ɔ b b l ə 
disposen	d i s p 'o z ə n	 d i s p 'ɔ z ə n 
córrer	k 'o r ə	 k 'o r 'e 
cercle	s 'e r k l ə	 s 'ɛ r k l ə 
Ningú	n i ŋ g 'u	 n 'i ŋ g 'u 
Moltes	m 'o l t ə s	 m 'ɔ l t ə s 
D'acord	d ə k 'ɔ r t	 d ə k 'o r t 
Als	'ə l s	 'a l s 
ésser	'e s ə r	 'e s ə 
A	'ə	 ə 
voler	b u l 'ɛ	 b u l 'e 
trets	t ɾ 'e t s	 t ɾ 'ɛ t s 
son	s 'ɔ n	 s 'o n 
